brand,car_model,datatime,datetime,desc,id,problem,status,type
吉利汽车,缤越,2020-06-21,,吉利缤越油箱起火导致车辆着火自燃,486755,"H40,",处理反馈,2020款 PRO 240T DCT 猎手
上汽集团,名爵ZS,2020-06-21,,上汽名爵ZS发动机异响 方向盘按键故障,486751,"A9,H134,",用户评分,2020款 260TGI 自动 Trophy Plus L2+
广汽本田,飞度,2020-06-21,,广汽本田飞度头枕插杆无防锈处理无法调整,486750,"H157,",处理反馈,2016款 1.5L LXS CVT 舒适天窗版
吉利汽车,星越,2020-06-21,,吉利星越限量徽章与官方宣传不一致,486749,"M279,",处理反馈,2019款 350T 暗夜骑士限量版
上汽大众,朗逸,2020-06-21,,上汽大众朗逸副驾驶门锁不住刹车异响,486738,"E43,H197,",处理反馈,2017款 1.6L 手动 舒适版
广汽本田,飞度,2020-06-21,,广汽本田飞度冷车启动时发动机异响严重,486737,"A9,",处理反馈,2014款 1.5L 手动 LX舒适型
吉利汽车,星越,2020-06-21,,吉利星越车机更新后呼叫启动没反应,486730,"O348,",用户评分,2019款 改款 350T 耀星者
上汽通用五菱,五菱宏光,2020-06-21,,上汽通用五菱宏光发动机报警怠速高,486729,"A34,A38,",处理反馈,2014款 1.5L 标准型
吉利汽车,星越,2020-06-21,,吉利星越车机升级后依然卡顿要求处理,486728,"O348,",处理反馈,2019款 350T 耀星者
吉利汽车,帝豪,2020-06-21,,吉利帝豪起步时变速箱顿挫要求处理,486727,"B19,",处理反馈,2017款 1.5L CVT 豪华型 三厢 百万款
奇瑞新能源,奇瑞eQ1,2020-06-21,,奇瑞eQ1动力电池故障导致报警希望处理,486721,"H343,",厂家受理,2017款 智享版
长安汽车,锐程CC,2020-06-21,,长安锐程CC无法升挡影响正常使用,486717,"B20,",处理反馈,2020款 1.5T 自动 潮锐型
上汽斯柯达,速派,2020-06-21,,斯柯达速派起步时变速箱故障无法行驶,486716,"B84,",处理反馈,2013款 1.4T DSG 绅仕版
吉利汽车,博越,2020-06-21,,吉利博越宣传与实车不符无挡位灯,486707,"M279,",处理反馈,2020款 1.8TD DCT 智慧PRO
上汽大众,桑塔纳,2020-06-21,,上汽大众桑塔纳韩泰轮胎开裂半轴球笼漏油,486706,"F100,G56,G161,",信息审核,2017款 1.6L 手动 风尚型 Cross
东风本田,本田CR-V,2020-06-21,,东风本田CR-V发动机熄火希望厂家处理,486704,"A14,J298,J301,",处理反馈,2015款 2.4L 两驱 豪华版
众泰汽车,众泰E200,2020-06-21,,众泰E200行驶过程中失去动力存在安全隐患,486700,"A346,I295,L310,N318,",信息审核,2018款 Pro
一汽-大众,探岳,2020-06-21,,一汽大众探岳大灯亮度严重不足影响安全,486699,"H82,",用户评分,2019款 330TSI 两驱 尊贵型 国V
奇瑞汽车,瑞虎5x,2020-06-21,,奇瑞瑞虎5x车机系统反应慢断线希望厂家解决,486698,"H21,H155,",处理反馈,2019款 HERO 1.5T DCT 高能版
吉利汽车,星越,2020-06-21,,吉利星越车机系统死机系统与宣传不符,486696,"H155,M279,",处理反馈,2019款 300T 耀星者
吉利汽车,星越,2020-06-21,,吉利星越车机系统死机升级无人通知,486695,"H155,L314,",处理反馈,2019款 350T 耀星者
吉利汽车,远景X6,2020-06-21,,吉利远景X6发动机冷车启动困难转速低,486694,"A44,A35,",处理反馈,2016款 1.3T CVT 豪华型
一汽-大众奥迪,奥迪A4L,2020-06-21,,一汽大众奥迪A4L空调风口吹自然风有异味,486691,"H121,I295,J298,",信息审核,2019款 40 TFSI 时尚型 国VI
上汽大众,途观L,2020-06-21,,上汽大众途观L车辆无法启动要求厂家处理,486690,"B22,E74,E62,I295,",信息审核,2018款 330TSI 自动 两驱 舒适版
广汽本田,雅阁,2020-06-21,,广汽本田雅阁转向机异响厂家否认质量问题,486687,"D59,I292,",用户评分,2016款 2.0L CVT  舒适版
华晨中华,中华V3,2020-06-21,,中华V3电瓶无故没电存在漏电现象,486685,"H146,",信息审核,2019款 1.5L 自动 精英型
比亚迪,比亚迪e5,2020-06-21,,比亚迪e5动力电池故障4S店服务态度恶劣,486684,"H343,I295,I293,I282,I281,J298,J303,N318,",处理反馈,2018款 450 智联 畅享型
东风本田,杰德,2020-06-21,,东风本田杰德左前升降器故障4S店拒赔,486683,"H72,H67,I297,",处理反馈,2016款 1.8L 自动 舒适精英版 5座
东风乘用车,风神AX7,2020-06-21,,东风风神AX7车身生锈腐蚀希望厂家处理,486682,"H79,I297,",处理反馈,2016款 2.0L 自动 智悦型
吉利汽车,嘉际,2020-06-21,,吉利嘉际流光氛围灯虚假宣传与实车不符,486678,"M279,",处理反馈,2019款 1.5TD MHEV DCT 尊享型
东风本田,本田UR-V,2020-06-21,,东风本田UR-V后备箱严重漏水车胎偏磨,486677,"G245,",用户评分,2017款 240TURBO 两驱 经典版 国V
上汽大通,上汽MAXUS G10,2020-06-21,,上汽大通G10后备箱门把手断裂厂家拒赔,486675,"H233,I297,",处理反馈,2021款 2.0T 手动 精英版 柴油 7座
上汽大众,朗逸,2020-06-21,,上汽大众朗逸车内异响服务态度恶劣,486672,"H164,",信息审核,2017款 1.6L 手动 舒适版
众泰汽车,众泰T800,2020-06-21,,众泰T800中控台异响 变速箱故障灯亮,486668,"B96,B246,H93,",处理反馈,2018款 2.0T 尊贵智联型 7座
一汽大众,捷达VS5,2020-06-21,,一汽大众捷达VS5导水槽漏水导致涡轮生锈,486665,"H109,",处理反馈,2019款 280TSI 自动 悦享型
吉利新能源,星越新能源,2020-06-21,,吉利星越新能源车机死机要求更换硬件,486664,"H155,M279,",处理反馈,2019款 改款 400T 耀星者 纯电动续航56KM
吉利汽车,博越,2020-06-21,,吉利博越4S店发票价格与收款金额不符,486662,"K308,",用户评分,2020款 1.8TD 手动 两驱 智雅型
一汽大众,捷达VS5,2020-06-21,,一汽大众捷达VS5低速行驶中右前轮异响,486661,"G125,",处理反馈,2019款 280TSI 自动 悦享型
吉利汽车,星越,2020-06-21,,吉利星越车机系统出现死机现象希望尽快处理,486655,"H155,M279,",处理反馈,2019款 300T 耀星者
上汽通用五菱,五菱荣光V,2020-06-21,,上汽通用五菱荣光车身底盘生锈腐烂变速箱异响,486654,"B33,H79,",处理反馈,2015款 1.5L 基本型
东风风行,景逸X3,2020-06-21,,东风风行景逸X3行驶中右后下摆臂断裂,486653,"G210,H168,",处理反馈,2016款 1.5L 豪华型
吉利汽车,星越,2020-06-21,,吉利星越车机系统升级后卡顿未解决,486652,"O348,",处理反馈,2019款 改款 350T 耀星者
吉利汽车,星越,2020-06-21,,吉利星越车机系统黑屏版本与宣传不符,486650,"H155,M279,",处理反馈,2019款 350T 耀星者
吉利汽车,博越,2020-06-21,,吉利博越雾灯以及挡位灯与宣传不符,486648,"Q350,",用户评分,2020款 1.8TD DCT 智领PRO
吉利汽车,博越,2020-06-21,,吉利博越实车配置与宣传不符要求解决,486643,"M279,",处理反馈,2020款 1.8TD DCT 智领PRO
长城汽车,长城C30,2020-06-21,,长城C30变速箱挂挡异响车身生锈,486642,"A9,H79,",处理反馈,2016款 1.5L AMT 豪华型
北京现代,领动,2020-06-21,,北京现代领动发动机漏油变速箱起步顿挫,486641,"A12,A189,B33,B19,",处理反馈,2020款 1.4T 双离合 炫动·旗舰型
一汽-大众奥迪,奥迪A6L,2020-06-21,,一汽大众奥迪A6L天窗漏水4S店维修多次,486638,"H90,I295,J298,",信息审核,2018款 30 FSI CVT 风尚型
吉利汽车,星越,2020-06-21,,吉利星越车机与宣传不符 内饰异响,486637,"H93,",用户评分,2019款 350T AWD 驭星者
吉利汽车,远景X6,2020-06-21,,吉利远景X6安全气囊故障灯报警希望处理,486636,"H103,",用户评分,2016款 1.3T CVT 旗舰型
一汽丰田,卡罗拉,2020-06-21,,一汽丰田卡罗拉后挡风玻璃自动爆裂,486634,"H113,",信息审核,2018款 1.2T S-CVT GL智享版
东风日产,天籁,2020-06-21,,东风日产天籁仪表盘开裂 厂家不索赔,486632,"H168,I297,",用户评分,2016款 2.0L XL 舒适版 改款
一汽-大众,宝来,2020-06-21,,一汽大众宝来电池电量不足自动启停无法激活,486631,"H146,",用户评分,2019款 1.5L 自动 精英型
吉利汽车,博越,2020-06-21,,吉利博越实车变速箱没有挡位灯指示,486630,"M279,",用户评分,2020款 1.8TD DCT 智领PRO
吉利汽车,帝豪GS,2020-06-21,,吉利帝豪GS发动机异响车身生锈厂家不处理,486627,"A9,B33,H79,H101,H82,H157,I295,",处理反馈,2016款 1.3T 自动 领尚型 运动版
广汽丰田,凯美瑞,2020-06-21,,广汽丰田凯美瑞左前半轴油封漏油,486626,"G51,",处理反馈,2016款 2.0G 自动 十周年纪念领先版
长城汽车,哈弗H7,2020-06-21,,长城哈弗H7飞轮和离合器损坏4S店不保修,486625,"C65,C267,I297,N317,",用户评分,2017款 2.0T 尊贵型 蓝标 H7L
广汽本田,雅阁,2020-06-21,,广汽本田雅阁发动机渗油异响希望厂家处理,486624,"A9,A12,E196,",处理反馈,2018款 260TURBO 豪华版 国V
长安汽车,长安CS35,2020-06-21,,长安CS35行驶中方向盘跑偏无法解决,486623,"G117,",用户评分,2017款 1.6L 自动 豪华型
东风标致,标致408,2020-06-21,,东风标致408行驶中加速出现失速车辆抖动,486621,"A24,A160,B95,B334,I295,",处理反馈,2015款 1.2T 自动 豪华版
上汽大众,朗逸,2020-06-21,,上汽大众朗逸车内异味严重4S店不给解决,486619,"H185,",信息审核,2017款 1.6L 自动 舒适版
吉利汽车,星越,2020-06-21,,吉利星越车机系统升级后未能解决问题,486615,"O348,",处理反馈,2019款 350T 驭星者
吉利汽车,星越,2020-06-21,,吉利星越车机系统死机与官方宣传不一致,486613,"H155,M279,",处理反馈,2019款 改款 350T 耀星者
广汽丰田,凯美瑞,2020-06-21,,广汽丰田凯美瑞半轴防尘套漏油4S店不保修,486608,"G161,I297,Q322,Q290,",处理反馈,2016款 2.5G 自动 十周年纪念豪华导航版
上汽大众,Polo,2020-06-21,,上汽大众Polo轮胎偏磨4S店私自维修无单据,486597,"F10,I295,I293,J298,O305,O324,",信息审核,2016款 1.6L 自动 豪华型
吉利汽车,星越,2020-06-21,,吉利星越车机死机硬件与宣传不符要求更换,486592,"H155,M279,",处理反馈,2019款 350T 耀星者
上汽斯柯达,柯迪亚克,2020-06-21,,上汽斯柯达柯迪亚克发动机共振中控台异响,486588,"A24,H164,H93,I295,",信息审核,2018款 TSI330 两驱 舒适版 5座
长安马自达,马自达3 昂克赛拉,2020-06-21,,长安马自达昂克赛拉中控屏开裂4S店不保修,486587,"H168,I297,",处理反馈,2016款 1.5L 自动 豪华型 三厢
吉利汽车,远景,2020-06-21,,吉利远景变速箱出现故障 倒挡失灵,486586,"B115,",处理反馈,2016款 1.5L 自动 幸福版
东风雪铁龙,C4世嘉,2020-06-21,,雪铁龙C4世嘉方向管柱松动 ABS传感器故障,486585,"D265,E74,",处理反馈,2016款 1.2THP 自动 旗舰型
一汽-大众,探岳,2020-06-21,,一汽大众探岳大灯模糊 影响照明,486584,"H82,",处理反馈,2019款 330TSI 两驱 豪华型 国V
东风英菲尼迪,英菲尼迪Q50L,2020-06-21,,东风英菲尼迪Q50L开热风时车内存在汽油味,486577,"H101,",信息审核,2015款 2.0T 自动 舒适版
